protein_a	protein_b	combined_score
IL4	NFE2L2	0.568
IL4	NFKB1	0.8
IL4	NLRP3	0.546
IL4	NOS2	0.674
IL4	NOTCH1	0.408
IL4	OCLN	0.474
IL4	PDCD1	0.607
IL4	PDCD1LG2	0.654
IL4	PDGFRA	0.756
IL4	PECAM1	0.523
IL4	PRDM1	0.546
IL4	PRF1	0.699
IL4	PTGS2	0.764
IL4	PTPRC	0.79
IL4	PXDNL	0.671
IL4	RORC	0.641
IL4	SCARB1	0.571
IL4	SDC1	0.55
IL4	SELE	0.602
IL4	SELL	0.754
IL4	SELP	0.659
IL4	SIRT1	0.403
IL4	SPN	0.573
IL4	STAT1	0.891
IL4	STAT3	0.92
IL4	STAT4	0.773
IL4	STAT6	0.997
IL4	TBX21	0.887
IL4	TGFB1	0.852
IL4	THY1	0.563
IL4	TJP1	0.436
IL4	TLR2	0.834
IL4	TLR4	0.869
IL4	TLR7	0.672
IL4	TLR9	0.78
IL4	TNF	0.977
IL4	TNFRSF13B	0.407
IL4	TNFRSF18	0.615
IL4	TNFRSF1A	0.582
IL4	TNFRSF1B	0.477
IL4	TNFRSF4	0.654
IL4	TNFRSF9	0.579
IL4	TNFSF13B	0.666
IL4	TNFSF4	0.647
IL4	TREM2	0.512
IL4	TXN	0.572
IL4	VCAM1	0.666
IL4R	IL5	0.933
IL4R	IL6	0.937
IL4R	IL6R	0.828
IL4R	IL7	0.943
IL4R	IL7R	0.832
IL4R	IL9	0.924
IL4R	IRF4	0.545
IL4R	IRF8	0.402
IL4R	ITGAM	0.63
IL4R	ITGAX	0.568
IL4R	MRC1	0.598
IL4R	MYD88	0.468
IL4R	NFKB1	0.453
IL4R	NOS2	0.444
IL4R	PDCD1LG2	0.415
IL4R	PTPRC	0.574
IL4R	SELL	0.423
IL4R	STAT1	0.778
IL4R	STAT3	0.809
IL4R	STAT4	0.479
IL4R	STAT6	0.999
IL4R	TBX21	0.665
IL4R	TGFB1	0.557
IL4R	TLR2	0.531
IL4R	TLR4	0.547
IL4R	TLR9	0.426
IL4R	TNF	0.645
IL4R	TNFRSF1A	0.475
IL4R	TNFRSF1B	0.541
IL4R	TREM2	0.421
IL4R	VCAM1	0.411
IL4R	VWF	0.488
IL5	IL6	0.977
IL5	IL6R	0.793
IL5	IL7	0.995
IL5	IL7R	0.87
IL5	IL9	0.995
IL5	IRF4	0.52
IL5	ITGAE	0.565
IL5	ITGAM	0.672
IL5	ITGAX	0.675
IL5	KLRB1	0.479
IL5	KLRG1	0.567
IL5	KLRK1	0.418
IL5	LAG3	0.404
IL5	LOC102723996	0.492
IL5	LTA	0.783
IL5	MMP9	0.532
IL5	MOG	0.444
IL5	MPO	0.523
IL5	MRC1	0.446
IL5	MYD88	0.698
IL5	NCAM1	0.51
IL5	NFKB1	0.527
IL5	NOS2	0.432
IL5	PDCD1	0.444
IL5	PDCD1LG2	0.585
IL5	PDGFRA	0.775
IL5	PRF1	0.586
IL5	PTGS2	0.466
IL5	PTPRC	0.666
IL5	PXDNL	0.551
IL5	RORC	0.592
IL5	SELE	0.475
IL5	SELL	0.595
IL5	SELP	0.411
IL5	STAT1	0.646
IL5	STAT3	0.595
IL5	STAT4	0.689
IL5	STAT6	0.833
IL5	TBX21	0.839
IL5	TGFB1	0.67
IL5	THY1	0.472
IL5	TLR2	0.609
IL5	TLR4	0.677
IL5	TLR7	0.536
IL5	TLR9	0.573
IL5	TNF	0.93
IL5	TNFRSF18	0.479
IL5	TNFRSF1A	0.446
IL5	TNFRSF4	0.549
IL5	TNFRSF9	0.411
IL5	TNFSF13B	0.542
IL5	TNFSF4	0.6
IL5	VCAM1	0.582
IL6	IL6R	0.999
IL6	IL7	0.983
IL6	IL7R	0.916
IL6	IL9	0.99
IL6	IRF4	0.633
IL6	IRF8	0.544
IL6	ITGA4	0.5
IL6	ITGAE	0.608
IL6	ITGAL	0.53
IL6	ITGAM	0.897
IL6	ITGAX	0.797
IL6	ITGB1	0.704
IL6	ITGB2	0.64
IL6	KLRB1	0.453
IL6	KLRK1	0.58
IL6	LAG3	0.598
IL6	LCK	0.536
IL6	LOC102723996	0.643
IL6	LTA	0.793
IL6	MBP	0.659
IL6	MMP9	0.959
IL6	MOG	0.628
IL6	MPO	0.872
IL6	MRC1	0.782
IL6	MTOR	0.772
IL6	MYD88	0.949
IL6	NCAM1	0.639
IL6	NEFL	0.445
IL6	NFE2L2	0.812
IL6	NFKB1	0.994
IL6	NLRP3	0.86
IL6	NOS2	0.781
IL6	NOTCH1	0.589
IL6	NQO1	0.613
IL6	NTRK2	0.452
IL6	OCLN	0.727
IL6	PDCD1	0.635
IL6	PDCD1LG2	0.673
IL6	PDGFRA	0.817
IL6	PECAM1	0.709
IL6	PPARGC1A	0.67
IL6	PRDM1	0.503
IL6	PRF1	0.671
IL6	PTGS2	0.96
IL6	PTPRC	0.86
IL6	PXDNL	0.821
IL6	RORC	0.727
IL6	S1PR1	0.638
IL6	SCARB1	0.71
IL6	SDC1	0.63
IL6	SELE	0.884
IL6	SELL	0.722
IL6	SELP	0.827
IL6	SIRT1	0.726
IL6	SLC2A1	0.506
IL6	SOD1	0.584
IL6	SOD2	0.654
IL6	SPN	0.437
IL6	STAT1	0.972
IL6	STAT3	0.984
IL6	STAT4	0.861
IL6	STAT6	0.906
IL6	TBX21	0.829
IL6	TFAM	0.428
IL6	TGFB1	0.96
IL6	THY1	0.65
IL6	TJP1	0.698
IL6	TLR2	0.942
IL6	TLR4	0.973
IL6	TLR7	0.888
IL6	TLR9	0.895
IL6	TNF	0.994
IL6	TNFRSF13B	0.452
IL6	TNFRSF18	0.545
IL6	TNFRSF1A	0.997
IL6	TNFRSF1B	0.847
IL6	TNFRSF4	0.703
IL6	TNFRSF9	0.618
IL6	TNFSF13B	0.74
IL6	TNFSF4	0.703
IL6	TREM2	0.663
IL6	TXN	0.547
IL6	TYROBP	0.451
IL6	VCAM1	0.921
IL6	VWF	0.716
IL6R	IL7	0.908
IL6R	IL7R	0.674
IL6R	IL9	0.772
IL6R	IRF4	0.462
IL6R	ITGAM	0.465
IL6R	ITGAX	0.433
IL6R	MMP9	0.487
IL6R	MYD88	0.631
IL6R	NFKB1	0.496
IL6R	NTRK2	0.444
IL6R	PTGS2	0.478
IL6R	PTPRC	0.527
IL6R	RORC	0.415
IL6R	S1PR1	0.555
IL6R	SELL	0.45
IL6R	SOD1	0.447
IL6R	STAT1	0.791
IL6R	STAT3	0.993
IL6R	STAT6	0.714
IL6R	TBX21	0.473
IL6R	TGFB1	0.615
IL6R	TLR2	0.481
IL6R	TLR4	0.712
IL6R	TLR9	0.487
IL6R	TNF	0.982
IL6R	TNFRSF1A	0.916
IL6R	TNFRSF1B	0.822
IL6R	TNFRSF9	0.47
IL6R	TNFSF13B	0.465
IL6R	VCAM1	0.603
IL7	IL7R	0.999
IL7	IL9	0.997
IL7	IRF4	0.483
IL7	IRF8	0.42
IL7	ITGA4	0.592
IL7	ITGAE	0.507
IL7	ITGAM	0.583
IL7	ITGAX	0.581
IL7	KLRB1	0.515
IL7	KLRG1	0.722
IL7	KLRK1	0.748
IL7	LAG3	0.572
IL7	LCK	0.692
IL7	LTA	0.741
IL7	MMP9	0.429
IL7	MYD88	0.4
IL7	NCAM1	0.582
IL7	NFKB1	0.486
IL7	NOTCH1	0.423
IL7	PDCD1	0.56
IL7	PDCD1LG2	0.463
IL7	PDGFRA	0.732
IL7	PECAM1	0.441
IL7	PRDM1	0.434
IL7	PRF1	0.634
IL7	PTPRC	0.832
IL7	RORC	0.467
IL7	SELL	0.687
IL7	SPN	0.704
IL7	STAT1	0.697
IL7	STAT3	0.63
IL7	STAT4	0.478
IL7	STAT6	0.495
IL7	TBX21	0.653
IL7	TGFB1	0.715
IL7	THY1	0.507
IL7	TLR2	0.474
IL7	TLR4	0.546
IL7	TLR7	0.502
IL7	TLR9	0.442
IL7	TNF	0.828
IL7	TNFRSF18	0.412
IL7	TNFRSF1A	0.447
IL7	TNFRSF4	0.548
IL7	TNFRSF9	0.625
IL7	TNFSF13B	0.593
IL7	TNFSF4	0.475
IL7	VCAM1	0.563
IL7R	IL9	0.922
IL7R	IRF4	0.599
IL7R	IRF8	0.583
IL7R	ITGA4	0.63
IL7R	ITGAE	0.705
IL7R	ITGAL	0.606
IL7R	ITGAM	0.76
IL7R	ITGAX	0.756
IL7R	ITGB2	0.481
IL7R	KLRB1	0.861
IL7R	KLRG1	0.861
IL7R	KLRK1	0.75
IL7R	LAG3	0.675
IL7R	LCK	0.809
IL7R	LDLR	0.505
IL7R	LOC102723996	0.449
IL7R	LTA	0.403
IL7R	MRC1	0.408
IL7R	MS4A1	0.551
IL7R	NCAM1	0.717
IL7R	NFKB1	0.437
IL7R	NOTCH1	0.658
IL7R	PDCD1	0.634
IL7R	PDCD1LG2	0.464
IL7R	PECAM1	0.535
IL7R	PRDM1	0.764
IL7R	PRF1	0.713
IL7R	PTGS2	0.551
IL7R	PTPRC	0.906
IL7R	RORC	0.608
IL7R	S1PR1	0.554
IL7R	SELL	0.851
IL7R	SPN	0.658
IL7R	STAT1	0.666
IL7R	STAT3	0.746
IL7R	STAT4	0.543
IL7R	STAT6	0.439
IL7R	TBX21	0.794
IL7R	TGFB1	0.617
IL7R	THY1	0.608
IL7R	TLR2	0.666
IL7R	TLR4	0.49
IL7R	TLR7	0.633
IL7R	TNF	0.717
IL7R	TNFRSF13B	0.535
IL7R	TNFRSF18	0.675
IL7R	TNFRSF1A	0.442
IL7R	TNFRSF1B	0.479
IL7R	TNFRSF4	0.599
IL7R	TNFRSF9	0.748
IL7R	TNFSF13B	0.678
IL7R	TNFSF4	0.481
IL7R	VCAM1	0.612
IL9	IRF4	0.828
IL9	ITGAE	0.446
IL9	ITGAM	0.481
IL9	ITGAX	0.486
IL9	KLRB1	0.4
IL9	KLRG1	0.405
IL9	LTA	0.711
IL9	MPO	0.454
IL9	PDGFRA	0.688
IL9	PRF1	0.447
IL9	PTPRC	0.507
IL9	RORC	0.507
IL9	SELL	0.451
IL9	STAT1	0.886
IL9	STAT3	0.855
IL9	STAT4	0.443
IL9	STAT6	0.635
IL9	TBX21	0.639
IL9	TGFB1	0.688
IL9	TLR2	0.425
IL9	TLR4	0.458
IL9	TNF	0.777
IL9	TNFRSF18	0.428
IL9	TNFRSF4	0.503
IL9	TNFSF4	0.506
IRF4	IRF8	0.561
IRF4	ITGAE	0.63
IRF4	ITGAM	0.607
IRF4	ITGAX	0.604
IRF4	KLRG1	0.504
IRF4	LAG3	0.532
IRF4	LCK	0.486
IRF4	LOC102723996	0.445
IRF4	MRC1	0.523
IRF4	MS4A1	0.486
IRF4	MYD88	0.983
IRF4	NFKB1	0.728
IRF4	NLRP3	0.553
IRF4	NOS2	0.532
IRF4	NOTCH1	0.414
IRF4	PDCD1	0.525
IRF4	PDCD1LG2	0.503
IRF4	POU2AF1	0.691
IRF4	PPARGC1A	0.878
IRF4	PRDM1	0.938
IRF4	PRF1	0.438
IRF4	PTPRC	0.707
IRF4	RORC	0.743
IRF4	SDC1	0.801
IRF4	SELL	0.539
IRF4	SPN	0.493
IRF4	STAT1	0.81
IRF4	STAT3	0.973
IRF4	STAT4	0.569
IRF4	STAT6	0.975
IRF4	TBX21	0.76
IRF4	TGFB1	0.448
IRF4	TLR2	0.413
IRF4	TLR4	0.684
IRF4	TLR7	0.562
IRF4	TLR9	0.504
IRF4	TNF	0.616
IRF4	TNFRSF13B	0.526
IRF4	TNFRSF18	0.619
IRF4	TNFRSF4	0.471
IRF4	TNFRSF9	0.427
IRF4	TNFSF13B	0.537
IRF4	TNFSF4	0.429
IRF8	ITGAE	0.65
IRF8	ITGAM	0.733
IRF8	ITGAX	0.657
IRF8	ITGB2	0.539
IRF8	LCK	0.47
IRF8	MMP9	0.459
IRF8	MRC1	0.468
IRF8	MS4A1	0.498
IRF8	MYD88	0.705
IRF8	NFKB1	0.701
IRF8	PDGFRA	0.428
IRF8	POU2AF1	0.512
IRF8	PRDM1	0.619
IRF8	PTPRC	0.726
IRF8	RORC	0.415
IRF8	SCARB1	0.462
IRF8	SELL	0.448
IRF8	STAT1	0.904
IRF8	STAT3	0.711
IRF8	STAT4	0.56
IRF8	STAT6	0.503
IRF8	TBX21	0.716
IRF8	TLR2	0.536
IRF8	TLR4	0.559
IRF8	TLR7	0.671
IRF8	TLR9	0.539
IRF8	TNF	0.745
IRF8	TNFSF13B	0.465
IRF8	TREM2	0.504
IRF8	TYROBP	0.714
IRF8	VCAM1	0.482
ITGA4	ITGAE	0.647
ITGA4	ITGAL	0.963
ITGA4	ITGAM	0.797
ITGA4	ITGAX	0.861
ITGA4	ITGB1	0.999
ITGA4	ITGB2	0.994
ITGA4	KLRB1	0.464
ITGA4	KLRG1	0.491
ITGA4	KLRK1	0.408
ITGA4	LAG3	0.406
ITGA4	LCK	0.408
ITGA4	MMP9	0.428
ITGA4	NCAM1	0.543
ITGA4	NFKB1	0.574
ITGA4	PECAM1	0.746
ITGA4	PLP1	0.402
ITGA4	PRF1	0.482
ITGA4	PTPRC	0.765
ITGA4	SCARB1	0.563
ITGA4	SDC1	0.432
ITGA4	SELE	0.725
ITGA4	SELL	0.842
ITGA4	SELP	0.694
ITGA4	SPN	0.472
ITGA4	TBX21	0.491
ITGA4	TGFB1	0.626
ITGA4	THY1	0.566
ITGA4	TLR4	0.441
ITGA4	TNF	0.754
ITGA4	VCAM1	0.999
ITGA4	VWF	0.743
ITGAE	ITGAL	0.624
ITGAE	ITGAM	0.65
ITGAE	ITGAX	0.66
ITGAE	ITGB1	0.827
ITGAE	ITGB2	0.762
ITGAE	KLRB1	0.708
ITGAE	KLRG1	0.82
ITGAE	KLRK1	0.492
ITGAE	LAG3	0.617
ITGAE	LOC102723996	0.436
ITGAE	MOG	0.477
ITGAE	MRC1	0.52
ITGAE	MTOR	0.453
ITGAE	MYD88	0.533
ITGAE	NCAM1	0.582
ITGAE	PDCD1	0.587
ITGAE	PDCD1LG2	0.494
ITGAE	PECAM1	0.438
ITGAE	PRDM1	0.514
ITGAE	PRF1	0.62
ITGAE	PTPRC	0.812
ITGAE	RORC	0.476
ITGAE	S1PR1	0.629
ITGAE	SELL	0.848
ITGAE	SPN	0.672
ITGAE	STAT3	0.433
ITGAE	TBX21	0.694
ITGAE	TGFB1	0.516
ITGAE	THY1	0.482
ITGAE	TLR2	0.644
ITGAE	TLR4	0.522
ITGAE	TLR7	0.514
ITGAE	TLR9	0.511
ITGAE	TNF	0.654
ITGAE	TNFRSF18	0.806
ITGAE	TNFRSF4	0.57
ITGAE	TNFRSF9	0.529
ITGAE	TNFSF4	0.478
ITGAE	VCAM1	0.602
ITGAL	ITGAM	0.994
ITGAL	ITGAX	0.951
ITGAL	ITGB1	0.985
ITGAL	ITGB2	0.999
ITGAL	KLRB1	0.448
ITGAL	KLRG1	0.623
ITGAL	KLRK1	0.562
ITGAL	LAG3	0.419
ITGAL	LCK	0.703
ITGAL	MPO	0.443
ITGAL	NCAM1	0.589
ITGAL	PDCD1	0.585
ITGAL	PECAM1	0.616
ITGAL	PRF1	0.783
ITGAL	PTPRC	0.931
ITGAL	SELE	0.858
ITGAL	SELL	0.885
ITGAL	SELP	0.76
ITGAL	SPN	0.863
ITGAL	TBX21	0.51
ITGAL	THY1	0.46
ITGAL	TLR2	0.434
ITGAL	TLR4	0.423
ITGAL	TNF	0.71
ITGAL	TNFSF13B	0.514
ITGAL	TYROBP	0.437
ITGAL	VCAM1	0.992
ITGAM	ITGAX	0.729
ITGAM	ITGB1	0.974
ITGAM	ITGB2	0.999
ITGAM	KLRB1	0.517
ITGAM	KLRG1	0.789
ITGAM	KLRK1	0.599
ITGAM	LAG3	0.585
ITGAM	LCK	0.637
ITGAM	LOC102723996	0.478
ITGAM	MBP	0.7
ITGAM	MMP9	0.713
ITGAM	MOG	0.6
ITGAM	MPO	0.823
ITGAM	MRC1	0.931
ITGAM	MYD88	0.796
ITGAM	NCAM1	0.727
ITGAM	NFKB1	0.618
ITGAM	NLRP3	0.582
ITGAM	NOS2	0.613
ITGAM	NOTCH1	0.412
ITGAM	PDCD1	0.621
ITGAM	PDCD1LG2	0.617
ITGAM	PDGFRA	0.496
ITGAM	PECAM1	0.836
ITGAM	PLP1	0.518
ITGAM	PRDM1	0.619
ITGAM	PRF1	0.665
ITGAM	PTGS2	0.59
ITGAM	PTPRC	0.971
ITGAM	PXDNL	0.634
ITGAM	RORC	0.433
ITGAM	S1PR1	0.428
ITGAM	SCARB1	0.776
ITGAM	SDC1	0.727
ITGAM	SELE	0.762
ITGAM	SELL	0.929
ITGAM	SELP	0.934
ITGAM	SPN	0.749
ITGAM	STAT1	0.876
ITGAM	STAT3	0.828
ITGAM	STAT4	0.465
ITGAM	STAT6	0.795
ITGAM	TBX21	0.717
ITGAM	TGFB1	0.687
ITGAM	THY1	0.998
ITGAM	TLR2	0.893
ITGAM	TLR4	0.92
ITGAM	TLR7	0.807
ITGAM	TLR9	0.797
ITGAM	TNF	0.909
ITGAM	TNFRSF18	0.5
ITGAM	TNFRSF1A	0.646
ITGAM	TNFRSF1B	0.475
ITGAM	TNFRSF4	0.531
ITGAM	TNFRSF9	0.669
ITGAM	TNFSF13B	0.589
ITGAM	TNFSF4	0.51
ITGAM	TREM2	0.629
ITGAM	TYROBP	0.737
ITGAM	VCAM1	0.991
ITGAX	ITGB1	0.964
ITGAX	ITGB2	0.999
ITGAX	KLRB1	0.528
ITGAX	KLRG1	0.639
ITGAX	KLRK1	0.54
ITGAX	LAG3	0.55
ITGAX	LCK	0.47
ITGAX	LOC102723996	0.544
ITGAX	LTA	0.434
ITGAX	MMP9	0.53
ITGAX	MOG	0.577
ITGAX	MPO	0.543
ITGAX	MRC1	0.812
ITGAX	MYD88	0.703
ITGAX	NCAM1	0.731
ITGAX	NFKB1	0.53
ITGAX	NLRP3	0.506
ITGAX	NOS2	0.493
ITGAX	PDCD1	0.597
ITGAX	PDCD1LG2	0.62
ITGAX	PECAM1	0.732
ITGAX	PLP1	0.469
ITGAX	PRDM1	0.621
ITGAX	PRF1	0.632
ITGAX	PTGS2	0.417
ITGAX	PTPRC	0.939
ITGAX	PXDNL	0.582
ITGAX	RORC	0.448
ITGAX	S1PR1	0.405
ITGAX	SCARB1	0.581
ITGAX	SDC1	0.73
ITGAX	SELE	0.638
ITGAX	SELL	0.827
ITGAX	SELP	0.475
ITGAX	SPN	0.708
ITGAX	STAT1	0.865
ITGAX	STAT3	0.781
ITGAX	STAT6	0.762
ITGAX	TBX21	0.743
ITGAX	TGFB1	0.624
ITGAX	THY1	0.803
ITGAX	TLR2	0.763
ITGAX	TLR4	0.769
ITGAX	TLR7	0.738
ITGAX	TLR9	0.816
ITGAX	TNF	0.876
ITGAX	TNFRSF18	0.513
ITGAX	TNFRSF1A	0.428
ITGAX	TNFRSF1B	0.451
ITGAX	TNFRSF4	0.677
ITGAX	TNFRSF9	0.682
ITGAX	TNFSF13B	0.589
ITGAX	TNFSF4	0.585
ITGAX	TREM2	0.57
ITGAX	TYROBP	0.677
ITGAX	VCAM1	0.936
ITGB1	ITGB2	0.985
ITGB1	LCK	0.486
ITGB1	MMP9	0.674
ITGB1	NCAM1	0.683
ITGB1	NFKB1	0.549
ITGB1	NOTCH1	0.425
ITGB1	PDGFRA	0.56
ITGB1	PECAM1	0.828
ITGB1	PLP1	0.401
ITGB1	PTPRC	0.913
ITGB1	PXDNL	0.555
ITGB1	SCARB1	0.802
ITGB1	SDC1	0.685
ITGB1	SELE	0.694
ITGB1	SELL	0.669
ITGB1	SELP	0.667
ITGB1	SOX10	0.499
ITGB1	SPN	0.401
ITGB1	STAT1	0.637
ITGB1	STAT3	0.822
ITGB1	STAT6	0.577
ITGB1	TGFB1	0.885
ITGB1	THY1	0.893
ITGB1	TJP1	0.413
ITGB1	TLR4	0.627
ITGB1	TNF	0.718
ITGB1	VCAM1	0.999
ITGB1	VWF	0.834
ITGB2	KLRK1	0.539
ITGB2	LCK	0.641
ITGB2	MBP	0.538
ITGB2	MMP9	0.705
ITGB2	MPO	0.841
ITGB2	MRC1	0.449
ITGB2	MYD88	0.487
ITGB2	NCAM1	0.695
ITGB2	NFKB1	0.448
ITGB2	PECAM1	0.814
ITGB2	PRF1	0.679
ITGB2	PTPRC	0.87
ITGB2	SCARB1	0.785
ITGB2	SELE	0.993
ITGB2	SELL	0.976
ITGB2	SELP	0.978
ITGB2	SPN	0.722
ITGB2	STAT1	0.692
ITGB2	STAT3	0.684
ITGB2	STAT6	0.653
ITGB2	TGFB1	0.697
ITGB2	THY1	0.979
ITGB2	TLR2	0.791
ITGB2	TLR4	0.672
ITGB2	TLR7	0.66
ITGB2	TLR9	0.452
ITGB2	TNF	0.727
ITGB2	TNFRSF1B	0.51
ITGB2	TNFRSF9	0.508
ITGB2	TNFSF13B	0.539
ITGB2	TREM2	0.42
ITGB2	TYROBP	0.972
ITGB2	VCAM1	0.998
ITGB2	VWF	0.528
KLRB1	KLRK1	0.963
KLRB1	LAG3	0.53
KLRB1	LCK	0.671
KLRB1	MS4A1	0.458
KLRB1	NCAM1	0.734
KLRB1	PDCD1	0.657
KLRB1	PRF1	0.769
KLRB1	PTPRC	0.677
KLRB1	RORC	0.601
KLRB1	SELL	0.604
KLRB1	STAT4	0.486
KLRB1	TBX21	0.701
KLRB1	TNF	0.565
KLRB1	TNFRSF4	0.406
KLRB1	TNFRSF9	0.613
KLRB1	TYROBP	0.681
KLRG1	KLRK1	0.625
KLRG1	LAG3	0.741
KLRG1	LCK	0.42
KLRG1	NCAM1	0.551
KLRG1	PDCD1	0.76
KLRG1	PRDM1	0.625
KLRG1	PRF1	0.757
KLRG1	PTPRC	0.766
KLRG1	RORC	0.446
KLRG1	S1PR1	0.487
KLRG1	S1PR5	0.499
KLRG1	SELL	0.81
KLRG1	SPN	0.635
KLRG1	STAT4	0.448
KLRG1	TBX21	0.835
KLRG1	THY1	0.549
KLRG1	TNF	0.603
KLRG1	TNFRSF18	0.545
KLRG1	TNFRSF4	0.524
KLRG1	TNFRSF9	0.569
KLRG1	TNFSF4	0.416
KLRK1	LAG3	0.645
KLRK1	LCK	0.806
KLRK1	LTA	0.706
KLRK1	MS4A1	0.422
KLRK1	MYD88	0.409
KLRK1	NCAM1	0.83
KLRK1	PDCD1	0.739
KLRK1	PDCD1LG2	0.495
KLRK1	PECAM1	0.501
KLRK1	PRF1	0.932
KLRK1	PTPRC	0.773
KLRK1	SELL	0.618
KLRK1	SPN	0.431
KLRK1	STAT1	0.474
KLRK1	STAT3	0.53
KLRK1	STAT4	0.46
KLRK1	TBX21	0.748
KLRK1	TGFB1	0.516
KLRK1	TLR2	0.429
KLRK1	TLR4	0.46
KLRK1	TLR7	0.536
KLRK1	TLR9	0.438
KLRK1	TNF	0.666
KLRK1	TNFRSF18	0.534
KLRK1	TNFRSF4	0.647
KLRK1	TNFRSF9	0.807
KLRK1	TREM2	0.472
KLRK1	TYROBP	0.998
LAG3	LCK	0.553
LAG3	LOC102723996	0.571
LAG3	MRC1	0.411
LAG3	NCAM1	0.545
LAG3	PDCD1	0.95
LAG3	PDCD1LG2	0.872
LAG3	PECAM1	0.43
LAG3	PRDM1	0.601
LAG3	PRF1	0.816
LAG3	PTPRC	0.627
LAG3	SELL	0.718
LAG3	SPN	0.549
LAG3	STAT1	0.596
LAG3	STAT3	0.544
LAG3	STAT4	0.517
LAG3	TBX21	0.746
LAG3	TGFB1	0.677
LAG3	TLR7	0.427
LAG3	TLR9	0.409
LAG3	TNF	0.664
LAG3	TNFRSF18	0.786
LAG3	TNFRSF4	0.797
LAG3	TNFRSF9	0.799
LAG3	TNFSF4	0.713
LCK	MS4A1	0.603
LCK	MTOR	0.413
LCK	NFKB1	0.49
LCK	NOTCH1	0.763
LCK	PDCD1	0.733
LCK	PDCD1LG2	0.668
LCK	PECAM1	0.724
LCK	POU2AF1	0.45
LCK	PRF1	0.75
LCK	PTPRC	0.999
LCK	SELL	0.591
LCK	SPN	0.58
LCK	STAT1	0.82
LCK	STAT3	0.959
LCK	STAT4	0.466
LCK	STAT6	0.444
LCK	TBX21	0.6
LCK	TGFB1	0.428
LCK	THY1	0.809
LCK	TLR4	0.402
LCK	TLR7	0.555
LCK	TNF	0.537
LCK	TNFRSF1A	0.467
LCK	TNFRSF4	0.416
LCK	TNFRSF9	0.67
LCK	TREM2	0.538
LCK	TYROBP	0.935
LCK	VCAM1	0.416
LINGO1	MAG	0.949
LINGO1	MBP	0.537
LINGO1	MOG	0.484
LINGO1	NCAM1	0.415
LINGO1	OLIG1	0.485
LINGO1	OLIG2	0.551
LINGO1	PLP1	0.468
LINGO1	SOX10	0.405
LOC102723996	PDCD1	0.887
LOC102723996	PDCD1LG2	0.74
LOC102723996	PRDM1	0.458
LOC102723996	PTPRC	0.523
LOC102723996	SELL	0.46
LOC102723996	STAT3	0.443
LOC102723996	TBX21	0.531
LOC102723996	TLR7	0.41
LOC102723996	TLR9	0.432
LOC102723996	TNF	0.52
LOC102723996	TNFRSF13B	0.681
LOC102723996	TNFRSF18	0.716
LOC102723996	TNFRSF1A	0.527
LOC102723996	TNFRSF4	0.992
LOC102723996	TNFRSF9	0.929
LOC102723996	TNFSF13B	0.873
LOC102723996	TNFSF4	0.904
LTA	MMP9	0.435
LTA	NFKB1	0.489
LTA	PRF1	0.499
LTA	PTPRC	0.651
LTA	SELL	0.427
LTA	TBX21	0.485
LTA	TGFB1	0.505
LTA	TLR4	0.465
LTA	TLR9	0.404
LTA	TNF	0.984
LTA	TNFRSF1A	0.999
LTA	TNFRSF1B	0.999
LTA	TNFRSF4	0.479
LTA	TNFRSF9	0.459
LTA	TNFSF13B	0.734
LTA	TNFSF4	0.426
LTA	VCAM1	0.544
MAG	MBP	0.989
MAG	MOG	0.935
MAG	MYRF	0.582
MAG	NEFH	0.541
MAG	NEFL	0.512
MAG	OLIG1	0.694
MAG	OLIG2	0.708
MAG	PDGFRA	0.519
MAG	PLP1	0.897
MAG	SOX10	0.905
MBP	MMP9	0.463
MBP	MOG	0.955
MBP	MYRF	0.63
MBP	NCAM1	0.44
MBP	NEFH	0.718
MBP	NEFL	0.754
MBP	NTRK2	0.429
MBP	OLIG1	0.768
MBP	OLIG2	0.843
MBP	PDGFRA	0.707
MBP	PLP1	0.988
MBP	PTPRC	0.5
MBP	PXDNL	0.72
MBP	SOX10	0.933
MBP	TLR4	0.426
MBP	TNF	0.606
MMP9	MPO	0.969
MMP9	MTOR	0.588
MMP9	MYD88	0.568
MMP9	NCAM1	0.631
MMP9	NFE2L2	0.536
MMP9	NFKB1	0.802
MMP9	NLRP3	0.479
MMP9	NOS2	0.681
MMP9	NOTCH1	0.606
MMP9	NQO1	0.426
MMP9	OCLN	0.766
MMP9	PDCD1	0.405
MMP9	PDGFRA	0.435
MMP9	PECAM1	0.743
MMP9	PRF1	0.408
MMP9	PTGS2	0.815
MMP9	PTPRC	0.711
MMP9	PXDNL	0.755
MMP9	SCARB1	0.557
MMP9	SDC1	0.968
MMP9	SELE	0.65
MMP9	SELL	0.484
MMP9	SELP	0.601
MMP9	SIRT1	0.597
MMP9	SLC2A1	0.406
MMP9	SOD1	0.43
MMP9	SOD2	0.448
MMP9	STAT1	0.727
MMP9	STAT3	0.89
MMP9	STAT6	0.72
MMP9	TGFB1	0.968
MMP9	THY1	0.652
MMP9	TJP1	0.678
MMP9	TLR2	0.802
MMP9	TLR4	0.934
MMP9	TLR7	0.63
MMP9	TLR9	0.442
MMP9	TNF	0.93
MMP9	TNFRSF1A	0.554
MMP9	TNFRSF1B	0.644
MMP9	TNFSF13B	0.557
MMP9	TREM2	0.42
MMP9	TXN	0.436
MMP9	TYROBP	0.626
MMP9	VCAM1	0.748
MMP9	VWF	0.805
