protein_a	protein_b	combined_score
CTSD	MAP1LC3B	0.64
CTSD	MAP1S	0.503
CTSD	MAPT	0.558
CTSD	MBP	0.477
CTSD	MMP9	0.523
CTSD	MTOR	0.459
CTSD	PIK3C3	0.526
CTSD	PINK1	0.437
CTSD	PSEN1	0.499
CTSD	PXDN	0.503
CTSD	PXDNL	0.501
CTSD	RIPK1	0.548
CTSD	SCARB2	0.454
CTSD	SNCA	0.711
CTSD	SQSTM1	0.684
CTSD	TFEB	0.729
CTSD	TFRC	0.417
CTSD	TNF	0.467
CTSD	TP53	0.484
CTSD	TREM2	0.461
CTSD	VPS35	0.686
CTSS	CYBB	0.625
CTSS	CYCS	0.549
CTSS	FOS	0.528
CTSS	GAPDH	0.519
CTSS	GRN	0.579
CTSS	HLA-DRA	0.745
CTSS	HSPA4	0.429
CTSS	HSPA8	0.412
CTSS	ICAM1	0.638
CTSS	IFNG	0.594
CTSS	IL10	0.534
CTSS	IL18	0.525
CTSS	IL1A	0.494
CTSS	IL1B	0.713
CTSS	IL4	0.589
CTSS	IL6	0.616
CTSS	INS	0.427
CTSS	JUN	0.618
CTSS	LAMP1	0.739
CTSS	LAMP2	0.653
CTSS	LGALS3	0.493
CTSS	MAP1LC3B	0.441
CTSS	MCL1	0.478
CTSS	MMP9	0.874
CTSS	MPO	0.964
CTSS	MRC1	0.464
CTSS	NFKB1	0.472
CTSS	NLRP3	0.494
CTSS	PSEN1	0.488
CTSS	PTGS2	0.406
CTSS	PXDN	0.441
CTSS	PXDNL	0.438
CTSS	PYCARD	0.451
CTSS	RIPK1	0.4
CTSS	RIPK3	0.404
CTSS	SCARB2	0.416
CTSS	SQSTM1	0.494
CTSS	SRC	0.41
CTSS	STAT3	0.452
CTSS	TFEB	0.553
CTSS	TGFB1	0.654
CTSS	TLR2	0.588
CTSS	TLR4	0.626
CTSS	TNF	0.652
CTSS	TP53	0.433
CTSS	TREM2	0.474
CTSS	TXN	0.401
CYBA	CYBB	0.999
CYBA	GAPDH	0.468
CYBA	GPX2	0.567
CYBA	GPX3	0.578
CYBA	GPX5	0.537
CYBA	GPX6	0.559
CYBA	GPX7	0.565
CYBA	GPX8	0.555
CYBA	HMOX1	0.482
CYBA	ICAM1	0.462
CYBA	IL1B	0.582
CYBA	IL6	0.522
CYBA	LAMP1	0.476
CYBA	LAMP2	0.426
CYBA	MAOA	0.48
CYBA	MAOB	0.465
CYBA	MAPK3	0.937
CYBA	MMP9	0.941
CYBA	MPO	0.495
CYBA	NFE2L2	0.418
CYBA	NOX1	0.999
CYBA	NOX4	0.999
CYBA	PXDN	0.447
CYBA	PXDNL	0.446
CYBA	SOD1	0.426
CYBA	SOD2	0.425
CYBA	SOD2-2	0.421
CYBA	SRC	0.707
CYBA	TGFB1	0.486
CYBA	TNF	0.53
CYBA	TXN	0.455
CYBA	XDH	0.63
CYBB	CYCS	0.625
CYBB	ERN1	0.435
CYBB	GAPDH	0.61
CYBB	GCLC	0.402
CYBB	GPX2	0.753
CYBB	GPX3	0.739
CYBB	GPX4	0.446
CYBB	GPX5	0.736
CYBB	GPX6	0.736
CYBB	GPX7	0.743
CYBB	GPX8	0.743
CYBB	GSK3B	0.41
CYBB	GSR	0.492
CYBB	HIF1A	0.6
CYBB	HLA-DRA	0.568
CYBB	HMGB1	0.456
CYBB	HMOX1	0.712
CYBB	HSPA4	0.568
CYBB	ICAM1	0.627
CYBB	IFNG	0.616
CYBB	IL10	0.585
CYBB	IL18	0.533
CYBB	IL1A	0.457
CYBB	IL1B	0.746
CYBB	IL4	0.475
CYBB	IL6	0.708
CYBB	INS	0.545
CYBB	JUN	0.531
CYBB	KEAP1	0.552
CYBB	LAMP1	0.567
CYBB	LAMP2	0.54
CYBB	LGALS3	0.415
CYBB	MAOA	0.467
CYBB	MAOB	0.471
CYBB	MAP3K5	0.669
CYBB	MAPK3	0.955
CYBB	MAPK8	0.405
CYBB	MMP9	0.963
CYBB	MPO	0.767
CYBB	MRC1	0.495
CYBB	MTOR	0.44
CYBB	NEFL	0.407
CYBB	NFE2L2	0.62
CYBB	NFKB1	0.568
CYBB	NFKBIA	0.504
CYBB	NLRP3	0.574
CYBB	NOS1	0.7
CYBB	NOX1	0.998
CYBB	NOX4	0.998
CYBB	NQO1	0.533
CYBB	PPARA	0.42
CYBB	PPARG	0.544
CYBB	PPARGC1A	0.468
CYBB	PTEN	0.451
CYBB	PTGS2	0.698
CYBB	PXDN	0.621
CYBB	PXDNL	0.617
CYBB	RIPK3	0.934
CYBB	SCARB2	0.506
CYBB	SIRT1	0.546
CYBB	SIRT3	0.433
CYBB	SOD1	0.876
CYBB	SOD2	0.643
CYBB	SOD2-2	0.634
CYBB	SRC	0.721
CYBB	STAT3	0.527
CYBB	TGFB1	0.597
CYBB	TLR2	0.786
CYBB	TLR4	0.902
CYBB	TNF	0.721
CYBB	TP53	0.46
CYBB	TRAF6	0.423
CYBB	TREM2	0.434
CYBB	TXN	0.613
CYBB	UCP2	0.411
CYBB	XDH	0.782
CYCS	DDIT3	0.628
CYCS	DNM1L	0.862
CYCS	EGFR	0.605
CYCS	EIF2AK3	0.604
CYCS	ERN1	0.717
CYCS	FADD	0.783
CYCS	FIS1	0.868
CYCS	FOS	0.485
CYCS	FOXO1	0.539
CYCS	FOXO3	0.624
CYCS	FTH1	0.642
CYCS	GAPDH	0.88
CYCS	GCLC	0.46
CYCS	GPX2	0.737
CYCS	GPX3	0.737
CYCS	GPX4	0.593
CYCS	GPX5	0.738
CYCS	GPX6	0.738
CYCS	GPX7	0.763
CYCS	GPX8	0.763
CYCS	GSK3B	0.693
CYCS	GSR	0.721
CYCS	HIF1A	0.648
CYCS	HMGB1	0.498
CYCS	HMOX1	0.827
CYCS	HSP90AA1	0.783
CYCS	HSP90AB1	0.78
CYCS	HSPA1B	0.438
CYCS	HSPA4	0.866
CYCS	HSPA5	0.738
CYCS	HSPA8	0.608
CYCS	HSPA9	0.697
CYCS	HSPB1	0.993
CYCS	HSPB2	0.989
CYCS	HSPB3	0.989
CYCS	HTRA2	0.977
CYCS	HTT	0.691
CYCS	ICAM1	0.682
CYCS	IFNG	0.57
CYCS	IL10	0.511
CYCS	IL18	0.474
CYCS	IL1A	0.479
CYCS	IL1B	0.67
CYCS	IL4	0.413
CYCS	IL6	0.776
CYCS	INS	0.952
CYCS	ITPR1	0.993
CYCS	JUN	0.829
CYCS	KEAP1	0.572
CYCS	LRRK2	0.519
CYCS	MAOA	0.445
CYCS	MAOB	0.489
CYCS	MAP1A	0.505
CYCS	MAP1B	0.418
CYCS	MAP1LC3A	0.516
CYCS	MAP1LC3B	0.669
CYCS	MAP1S	0.43
CYCS	MAP2	0.446
CYCS	MAP3K5	0.637
CYCS	MAPK3	0.788
CYCS	MAPK8	0.601
CYCS	MAPT	0.408
CYCS	MCL1	0.817
CYCS	MFN1	0.826
CYCS	MFN2	0.87
CYCS	MMP9	0.731
CYCS	MPO	0.459
CYCS	MTOR	0.643
CYCS	NDUFA9	0.664
CYCS	NDUFS1	0.782
CYCS	NFE2L2	0.596
CYCS	NFKB1	0.616
CYCS	NFKBIA	0.596
CYCS	NGF	0.673
CYCS	NLRP3	0.448
CYCS	NOS1	0.563
CYCS	NOX1	0.558
CYCS	NOX4	0.593
CYCS	NQO1	0.525
CYCS	OPA1	0.768
CYCS	PARK7	0.553
CYCS	PIK3C3	0.446
CYCS	PINK1	0.8
CYCS	PPARA	0.529
CYCS	PPARG	0.596
CYCS	PPARGC1A	0.746
CYCS	PPIF	0.983
CYCS	PRDX1	0.47
CYCS	PRDX3	0.804
CYCS	PRKN	0.678
CYCS	PRNP	0.455
CYCS	PSEN1	0.494
CYCS	PSEN2	0.403
CYCS	PTEN	0.638
CYCS	PTGS2	0.734
CYCS	PXDN	0.889
CYCS	PXDNL	0.888
CYCS	RBFOX3	0.416
CYCS	RIPK1	0.562
CYCS	RIPK3	0.522
CYCS	SDHB	0.908
CYCS	SIRT1	0.718
CYCS	SIRT3	0.637
CYCS	SNCA	0.603
CYCS	SOD1	0.675
CYCS	SOD2	0.729
CYCS	SOD2-2	0.726
CYCS	SQSTM1	0.518
CYCS	SRC	0.567
CYCS	STAT3	0.628
CYCS	TARDBP	0.407
CYCS	TFAM	0.76
CYCS	TFRC	0.4
CYCS	TGFB1	0.472
CYCS	TH	0.422
CYCS	TLR4	0.521
CYCS	TNF	0.81
CYCS	TOMM20	0.802
CYCS	TP53	0.911
CYCS	TRAF2	0.418
CYCS	TRAF6	0.628
CYCS	TXN	0.735
CYCS	UCP2	0.619
CYCS	VCP	0.488
CYCS	VDAC1	0.996
CYCS	VDAC2	0.995
CYCS	XBP1	0.537
CYCS	XDH	0.666
DBH	DDC	0.984
DBH	DRD1	0.547
DBH	DRD2	0.748
DBH	FOS	0.533
DBH	GDNF	0.555
DBH	IL1A	0.424
DBH	INS	0.417
DBH	MAOA	0.987
DBH	MAOB	0.984
DBH	NGF	0.465
DBH	PXDN	0.457
DBH	PXDNL	0.458
DBH	RET	0.448
DBH	SLC18A2	0.702
DBH	SLC6A3	0.815
DBH	SYP	0.586
DBH	TAC1	0.799
DBH	TH	0.973
DBH	UCP2	0.412
DDC	DRD1	0.676
DDC	DRD2	0.606
DDC	GDNF	0.592
DDC	HTT	0.408
DDC	LRRK2	0.431
DDC	MAOA	0.986
DDC	MAOB	0.987
DDC	NDUFS1	0.417
DDC	NGF	0.4
DDC	NR4A2	0.675
DDC	NTRK2	0.449
DDC	PARK7	0.41
DDC	SDHB	0.507
DDC	SLC18A2	0.967
DDC	SLC1A2	0.461
DDC	SLC6A3	0.862
DDC	SNCA	0.665
DDC	TH	0.995
DDIT3	EIF2AK3	0.884
DDIT3	ERN1	0.887
DDIT3	FOS	0.905
DDIT3	GAPDH	0.569
DDIT3	GSK3B	0.41
DDIT3	HDAC6	0.465
DDIT3	HIF1A	0.444
DDIT3	HMOX1	0.545
DDIT3	HSPA4	0.473
DDIT3	HSPA5	0.921
DDIT3	IFNG	0.459
DDIT3	IL10	0.402
DDIT3	IL1B	0.498
DDIT3	IL6	0.52
DDIT3	INS	0.554
DDIT3	ITPR1	0.465
DDIT3	JUN	0.889
DDIT3	KEAP1	0.55
DDIT3	MAP1A	0.435
DDIT3	MAP1LC3B	0.554
DDIT3	MAP3K5	0.622
DDIT3	MAPK3	0.44
DDIT3	MAPK8	0.485
DDIT3	MCL1	0.45
DDIT3	MTOR	0.545
DDIT3	NFE2L2	0.968
DDIT3	PPARG	0.465
DDIT3	PPARGC1A	0.4
DDIT3	PRKCA	0.4
DDIT3	PRKN	0.453
DDIT3	PTGS2	0.435
DDIT3	PXDN	0.537
DDIT3	PXDNL	0.537
DDIT3	SIRT1	0.435
DDIT3	SQSTM1	0.44
DDIT3	STAT3	0.474
DDIT3	TFAM	0.407
DDIT3	TLR4	0.415
DDIT3	TNF	0.518
DDIT3	TP53	0.69
DDIT3	TRAF2	0.525
DDIT3	XBP1	0.988
DLG4	DRD1	0.735
DLG4	DRD2	0.478
DLG4	FOS	0.488
DLG4	GAPDH	0.695
DLG4	GDNF	0.42
DLG4	GFAP	0.699
DLG4	GRIN2B	0.999
DLG4	GSK3B	0.6
DLG4	GSR	0.721
DLG4	HSPB3	0.462
DLG4	HTT	0.709
DLG4	IL1B	0.475
DLG4	IL6	0.404
DLG4	INS	0.403
DLG4	MAP1A	0.979
DLG4	MAP1B	0.545
DLG4	MAP1LC3B	0.493
DLG4	MAP2	0.827
DLG4	MAPK3	0.525
DLG4	MAPK8	0.524
DLG4	MAPT	0.753
DLG4	MBP	0.468
DLG4	MTOR	0.492
DLG4	NEFL	0.795
DLG4	NGF	0.519
DLG4	NOS1	0.996
DLG4	NTRK2	0.86
DLG4	PRKCA	0.957
DLG4	PRKN	0.503
DLG4	PRNP	0.507
DLG4	PSEN1	0.684
DLG4	PTEN	0.745
DLG4	PXDN	0.603
DLG4	PXDNL	0.603
DLG4	RBFOX3	0.723
DLG4	S100B	0.453
DLG4	SLC18A2	0.535
DLG4	SLC1A2	0.722
DLG4	SLC6A3	0.44
DLG4	SNCA	0.498
DLG4	SRC	0.979
DLG4	SYN1	0.958
DLG4	SYP	0.898
DLG4	TARDBP	0.423
DLG4	TH	0.489
DLG4	TNF	0.411
DLG4	TP53	0.734
DLG4	TREM2	0.405
DNAJB1	DNAJC13	0.433
DNAJB1	DNAJC6	0.786
DNAJB1	ERN1	0.433
DNAJB1	FOS	0.427
DNAJB1	GAPDH	0.495
DNAJB1	HDAC6	0.409
DNAJB1	HIF1A	0.664
DNAJB1	HSP90AA1	0.999
DNAJB1	HSP90AB1	0.999
DNAJB1	HSPA1B	0.998
DNAJB1	HSPA4	0.999
DNAJB1	HSPA5	0.95
DNAJB1	HSPA8	0.999
DNAJB1	HSPA9	0.952
DNAJB1	HSPB1	0.892
DNAJB1	HSPB2	0.782
DNAJB1	HSPB3	0.775
DNAJB1	HTT	0.93
DNAJB1	IL6	0.459
DNAJB1	JUN	0.535
DNAJB1	LRRK2	0.444
DNAJB1	MAPK8	0.408
DNAJB1	PARK7	0.522
DNAJB1	PRKN	0.66
DNAJB1	PRNP	0.54
DNAJB1	S100B	0.678
DNAJB1	SIRT1	0.756
DNAJB1	SNCA	0.813
DNAJB1	SOD1	0.698
DNAJB1	SOD2	0.499
DNAJB1	SOD2-2	0.493
DNAJB1	SRC	0.457
DNAJB1	STUB1	0.979
DNAJB1	TARDBP	0.615
DNAJB1	TP53	0.951
DNAJB1	TXN	0.477
DNAJB1	VCP	0.722
DNAJB1	XBP1	0.439
DNAJC13	DNAJC6	0.824
DNAJC13	FBXO7	0.663
DNAJC13	GAK	0.686
DNAJC13	GBA	0.655
DNAJC13	HSPA8	0.838
DNAJC13	HSPA9	0.421
DNAJC13	HTRA2	0.613
DNAJC13	LRRK2	0.625
DNAJC13	PARK7	0.578
DNAJC13	PINK1	0.654
DNAJC13	PLA2G6	0.667
DNAJC13	PRKN	0.654
DNAJC13	RAB29	0.551
DNAJC13	SNCA	0.581
DNAJC13	STUB1	0.436
DNAJC13	TMEM230	0.731
DNAJC13	VPS35	0.937
DNAJC6	DNM1L	0.428
DNAJC6	FBXO7	0.763
DNAJC6	FTH1	0.526
DNAJC6	FTL	0.573
DNAJC6	GAK	0.678
DNAJC6	GBA	0.64
DNAJC6	HSPA4	0.736
DNAJC6	HSPA8	0.999
DNAJC6	HTRA2	0.593
DNAJC6	LRRK2	0.635
DNAJC6	MAPT	0.593
DNAJC6	PARK7	0.641
DNAJC6	PINK1	0.725
DNAJC6	PLA2G6	0.743
DNAJC6	PRKN	0.725
DNAJC6	RAB29	0.605
DNAJC6	SNCA	0.613
DNAJC6	TFRC	0.585
DNAJC6	TMEM230	0.599
DNAJC6	UCHL1	0.435
DNAJC6	VPS35	0.817
DNM1L	EIF2AK3	0.4
DNM1L	FIS1	0.999
DNM1L	FOXO3	0.402
DNM1L	FUNDC1	0.935
DNM1L	GAK	0.638
DNM1L	GAPDH	0.529
DNM1L	GSK3B	0.572
DNM1L	HIF1A	0.453
DNM1L	HSP90AA1	0.548
DNM1L	HSP90AB1	0.527
DNM1L	HSPA4	0.479
DNM1L	HSPA5	0.438
DNM1L	HSPA9	0.795
DNM1L	HTRA2	0.414
DNM1L	HTT	0.776
DNM1L	INS	0.446
DNM1L	ITPR1	0.455
DNM1L	LRRK2	0.943
DNM1L	MAOA	0.416
DNM1L	MAOB	0.432
DNM1L	MAP1A	0.481
DNM1L	MAP1B	0.406
DNM1L	MAP1LC3A	0.453
DNM1L	MAP1LC3B	0.596
DNM1L	MAPK3	0.566
DNM1L	MAPT	0.661
DNM1L	MFN1	0.958
DNM1L	MFN2	0.984
DNM1L	MTOR	0.483
DNM1L	NFE2L2	0.451
DNM1L	NLRP3	0.426
DNM1L	OPA1	0.631
DNM1L	OPTN	0.529
DNM1L	PARK7	0.726
DNM1L	PIK3C3	0.469
DNM1L	PINK1	0.947
DNM1L	PPARG	0.446
DNM1L	PPARGC1A	0.734
DNM1L	PPIF	0.574
DNM1L	PRDX3	0.538
DNM1L	PRKN	0.94
DNM1L	PRNP	0.409
DNM1L	PSEN1	0.441
DNM1L	PTEN	0.453
DNM1L	PXDN	0.467
DNM1L	PXDNL	0.466
DNM1L	RIPK1	0.942
DNM1L	RIPK3	0.942
DNM1L	SIRT1	0.533
DNM1L	SIRT3	0.64
DNM1L	SNCA	0.463
DNM1L	SOD1	0.697
DNM1L	SOD2	0.754
DNM1L	SOD2-2	0.739
DNM1L	SQSTM1	0.592
DNM1L	TARDBP	0.4
DNM1L	TFAM	0.809
DNM1L	TFEB	0.4
DNM1L	TOMM20	0.812
DNM1L	TP53	0.446
DNM1L	TXN	0.435
DNM1L	UCP2	0.488
DNM1L	VCP	0.448
DNM1L	VDAC1	0.768
DNM1L	VDAC2	0.6
DNM1L	VPS35	0.9
DRD1	DRD2	0.63
DRD1	FOS	0.524
DRD1	GRIN2B	0.641
DRD1	GSK3B	0.518
DRD1	MAOA	0.628
DRD1	MAOB	0.59
DRD1	NTRK2	0.45
DRD1	SLC18A2	0.58
DRD1	SLC6A3	0.906
DRD1	SRC	0.573
DRD1	SYN1	0.419
DRD1	TAC1	0.608
DRD1	TH	0.669
DRD1	VPS35	0.417
DRD2	EGFR	0.508
DRD2	FOS	0.565
DRD2	GAPDH	0.415
DRD2	GRIN2B	0.637
DRD2	GSK3B	0.458
DRD2	HTT	0.455
DRD2	INS	0.448
DRD2	MAOA	0.736
DRD2	MAOB	0.647
DRD2	NR4A2	0.659
DRD2	NTRK2	0.48
DRD2	S100B	0.543
DRD2	SLC18A2	0.814
DRD2	SLC1A2	0.441
DRD2	SLC6A3	0.999
DRD2	SNCA	0.674
DRD2	STAT3	0.508
DRD2	TAC1	0.615
DRD2	TH	0.841
EGFR	FADD	0.436
EGFR	FOS	0.94
EGFR	FOXO1	0.706
EGFR	FOXO3	0.629
EGFR	GAPDH	0.955
EGFR	GCLC	0.57
EGFR	GFAP	0.562
EGFR	GRIN2B	0.545
EGFR	GRN	0.552
EGFR	GSK3B	0.574
EGFR	HDAC6	0.919
EGFR	HIF1A	0.934
EGFR	HMGB1	0.449
EGFR	HMOX1	0.419
EGFR	HSP90AA1	0.999
EGFR	HSP90AB1	0.998
EGFR	HSPA1B	0.923
EGFR	HSPA4	0.954
EGFR	HSPA5	0.862
EGFR	HSPA8	0.932
EGFR	HSPA9	0.602
EGFR	HSPB1	0.794
EGFR	HSPB2	0.466
EGFR	HSPB3	0.476
EGFR	HTT	0.654
EGFR	ICAM1	0.877
EGFR	IFNG	0.876
EGFR	IL10	0.899
EGFR	IL18	0.4
EGFR	IL1A	0.701
EGFR	IL1B	0.873
EGFR	IL4	0.82
EGFR	IL6	0.979
EGFR	INS	0.992
EGFR	JUN	0.871
EGFR	KEAP1	0.746
EGFR	LAMP1	0.738
EGFR	LGALS3	0.964
EGFR	LRRK2	0.58
EGFR	MAP1LC3B	0.44
EGFR	MAPK3	0.528
EGFR	MAPK8	0.83
EGFR	MAPT	0.83
EGFR	MCL1	0.675
EGFR	MMP9	0.827
EGFR	MTOR	0.802
EGFR	NFE2L2	0.691
EGFR	NFKB1	0.837
EGFR	NFKBIA	0.688
EGFR	NGF	0.892
EGFR	NOX4	0.417
EGFR	NTRK2	0.882
EGFR	PIK3C3	0.488
EGFR	PPARA	0.431
EGFR	PPARG	0.843
EGFR	PPARGC1A	0.456
EGFR	PRDX1	0.673
EGFR	PRKCA	0.932
EGFR	PRKN	0.644
EGFR	PTEN	0.969
EGFR	PTGS2	0.836
EGFR	PXDN	0.763
EGFR	PXDNL	0.743
EGFR	RET	0.826
EGFR	RIPK1	0.668
EGFR	SIRT1	0.498
EGFR	SNCA	0.728
EGFR	SOD2	0.603
EGFR	SOD2-2	0.586
EGFR	SRC	0.999
EGFR	STAT3	0.998
EGFR	STUB1	0.93
EGFR	SYP	0.709
EGFR	TFRC	0.832
EGFR	TGFB1	0.975
EGFR	TLR2	0.933
EGFR	TLR4	0.739
EGFR	TNF	0.89
EGFR	TP53	0.943
EGFR	TRAF2	0.835
EGFR	TRAF6	0.86
EGFR	TXN	0.742
EGFR	UCHL1	0.828
EGFR	VCP	0.522
EGFR	VDAC1	0.453
EIF2AK3	ERN1	0.541
EIF2AK3	FOS	0.621
EIF2AK3	FOXO1	0.444
EIF2AK3	FOXO3	0.453
EIF2AK3	GAPDH	0.732
EIF2AK3	GPX2	0.402
EIF2AK3	GPX7	0.409
EIF2AK3	GSK3B	0.566
EIF2AK3	HIF1A	0.541
EIF2AK3	HMOX1	0.578
EIF2AK3	HSP90AA1	0.866
EIF2AK3	HSP90AB1	0.815
EIF2AK3	HSPA4	0.542
EIF2AK3	HSPA5	0.999
EIF2AK3	HSPA9	0.409
EIF2AK3	IFNG	0.447
EIF2AK3	IL10	0.4
EIF2AK3	IL1B	0.602
EIF2AK3	IL6	0.624
EIF2AK3	INS	0.597
EIF2AK3	ITPR1	0.461
EIF2AK3	JUN	0.721
EIF2AK3	KEAP1	0.53
EIF2AK3	MAP1LC3B	0.569
EIF2AK3	MAP3K5	0.6
EIF2AK3	MCL1	0.541
EIF2AK3	MFN1	0.421
EIF2AK3	MFN2	0.782
EIF2AK3	MMP9	0.58
EIF2AK3	MTOR	0.581
EIF2AK3	NFE2L2	0.977
EIF2AK3	NFKB1	0.544
EIF2AK3	NFKBIA	0.629
EIF2AK3	NLRP3	0.443
EIF2AK3	NQO1	0.446
EIF2AK3	PINK1	0.405
EIF2AK3	PPARG	0.626
EIF2AK3	PSEN1	0.942
EIF2AK3	PSEN2	0.908
EIF2AK3	PTEN	0.547
EIF2AK3	PTGS2	0.49
EIF2AK3	PXDN	0.707
EIF2AK3	PXDNL	0.706
EIF2AK3	SIRT1	0.472
EIF2AK3	SQSTM1	0.726
EIF2AK3	STAT3	0.807
EIF2AK3	TFAM	0.418
EIF2AK3	TGFB1	0.447
EIF2AK3	TLR4	0.492
EIF2AK3	TNF	0.625
EIF2AK3	TP53	0.627
EIF2AK3	TRAF2	0.493
EIF2AK3	TRAF6	0.501
EIF2AK3	TXN	0.402
EIF2AK3	XBP1	0.909
ERN1	FOXO1	0.44
ERN1	GAPDH	0.594
ERN1	HIF1A	0.631
ERN1	HMOX1	0.433
ERN1	HSP90AA1	0.864
ERN1	HSP90AB1	0.817
ERN1	HSPA1B	0.797
ERN1	HSPA4	0.783
ERN1	HSPA5	0.999
ERN1	IL1B	0.536
ERN1	IL6	0.55
ERN1	INS	0.608
ERN1	ITPR1	0.74
ERN1	JUN	0.693
ERN1	MAP1A	0.452
ERN1	MAP1LC3B	0.593
ERN1	MAP3K5	0.999
ERN1	MCL1	0.471
ERN1	MFN2	0.652
ERN1	MTOR	0.582
ERN1	NFE2L2	0.483
ERN1	NFKB1	0.458
ERN1	NFKBIA	0.411
ERN1	NLRP3	0.448
ERN1	NOX4	0.447
ERN1	OPTN	0.54
ERN1	PPARA	0.431
ERN1	PPARG	0.429
ERN1	PPARGC1A	0.434
ERN1	PSEN1	0.958
ERN1	PSEN2	0.914
ERN1	PXDN	0.541
ERN1	PXDNL	0.542
ERN1	RIPK1	0.416
ERN1	SIRT1	0.419
ERN1	SQSTM1	0.712
ERN1	STAT3	0.459
ERN1	STUB1	0.484
ERN1	TFAM	0.537
ERN1	TGFB1	0.407
ERN1	TLR4	0.476
ERN1	TNF	0.901
ERN1	TP53	0.625
ERN1	TRAF2	0.999
ERN1	TRAF6	0.53
ERN1	TXN	0.477
ERN1	VDAC1	0.6
ERN1	VDAC2	0.496
ERN1	XBP1	0.997
FADD	GAPDH	0.629
FADD	HIF1A	0.407
FADD	HSP90AA1	0.667
FADD	HSP90AB1	0.666
FADD	HSPA4	0.407
FADD	HSPA5	0.4
FADD	HSPA8	0.507
FADD	HTRA2	0.483
FADD	IFNG	0.45
FADD	IL18	0.422
FADD	IL1A	0.429
FADD	IL1B	0.574
FADD	IL6	0.488
FADD	JUN	0.547
FADD	LRRK2	0.603
FADD	MAP1LC3B	0.625
FADD	MAP3K5	0.722
FADD	MAPK3	0.706
FADD	MAPK8	0.709
FADD	MCL1	0.595
FADD	NFKB1	0.753
FADD	NFKBIA	0.622
FADD	NLRP3	0.812
FADD	NOS1	0.533
FADD	NOX1	0.443
FADD	PARK7	0.4
FADD	PTEN	0.463
FADD	PXDN	0.468
FADD	PXDNL	0.459
FADD	PYCARD	0.442
FADD	RIPK1	0.999
FADD	RIPK3	0.999
FADD	SOD1	0.577
FADD	SQSTM1	0.746
FADD	SRC	0.402
FADD	STAT3	0.487
FADD	STUB1	0.431
FADD	TLR2	0.461
FADD	TLR4	0.861
FADD	TNF	0.99
FADD	TP53	0.82
FADD	TRAF2	0.999
FADD	TRAF6	0.922
FADD	XDH	0.414
FBXO7	GAK	0.518
FBXO7	GBA	0.786
FBXO7	GSK3B	0.638
FBXO7	HTRA2	0.778
FBXO7	LRRK2	0.819
FBXO7	MAPT	0.477
FBXO7	PARK7	0.864
FBXO7	PINK1	0.995
FBXO7	PLA2G6	0.897
FBXO7	PRKN	0.917
FBXO7	SNCA	0.789
FBXO7	SNCAIP	0.404
FBXO7	TARDBP	0.487
FBXO7	TMEM230	0.619
FBXO7	TOMM20	0.789
FBXO7	TRAF2	0.619
FBXO7	UCHL1	0.777
FBXO7	VPS35	0.845
FIS1	FOXO3	0.407
FIS1	FUNDC1	0.723
FIS1	GAPDH	0.536
FIS1	GPX4	0.418
FIS1	GSK3B	0.515
FIS1	HSPA9	0.695
FIS1	HTRA2	0.416
FIS1	HTT	0.456
FIS1	INS	0.438
FIS1	ITPR1	0.499
FIS1	LRRK2	0.509
FIS1	MAP1A	0.611
FIS1	MAP1B	0.554
FIS1	MAP1LC3A	0.468
FIS1	MAP1LC3B	0.576
FIS1	MAP1S	0.561
FIS1	MFN1	0.937
FIS1	MFN2	0.988
FIS1	OPA1	0.915
FIS1	OPTN	0.56
FIS1	PARK7	0.553
FIS1	PIK3C3	0.406
FIS1	PINK1	0.931
FIS1	PPARGC1A	0.727
FIS1	PPIF	0.552
FIS1	PRKN	0.849
FIS1	PSEN1	0.405
FIS1	PXDN	0.422
FIS1	PXDNL	0.417
FIS1	SIRT1	0.517
FIS1	SIRT3	0.528
FIS1	SNCA	0.437
FIS1	SOD1	0.489
FIS1	SOD2	0.551
FIS1	SOD2-2	0.551
FIS1	SQSTM1	0.539
FIS1	TFAM	0.773
FIS1	TOMM20	0.809
FIS1	UCP2	0.521
FIS1	VDAC1	0.959
FIS1	VDAC2	0.486
FOS	FOXO1	0.809
FOS	FOXO3	0.682
FOS	GAPDH	0.722
FOS	GDNF	0.934
FOS	GFAP	0.563
FOS	GPX2	0.435
FOS	GPX3	0.466
FOS	GPX5	0.446
FOS	GPX6	0.438
FOS	GPX7	0.419
FOS	GPX8	0.42
FOS	GRIN2B	0.598
FOS	GSK3B	0.543
FOS	HIF1A	0.805
FOS	HMGB1	0.447
FOS	HMOX1	0.531
FOS	HSP90AA1	0.604
FOS	HSP90AB1	0.446
FOS	HSPA1B	0.532
FOS	HSPA4	0.559
FOS	HSPA5	0.497
FOS	HSPA8	0.584
FOS	ICAM1	0.505
FOS	IFNG	0.751
FOS	IL10	0.736
FOS	IL18	0.428
FOS	IL1A	0.899
FOS	IL1B	0.894
FOS	IL4	0.7
FOS	IL6	0.891
FOS	INS	0.674
FOS	JUN	0.999
FOS	MAP1B	0.485
FOS	MAP3K5	0.449
FOS	MAPK3	0.994
FOS	MAPK8	0.986
FOS	MCL1	0.665
FOS	MMP9	0.694
FOS	MPO	0.572
FOS	MTOR	0.501
FOS	NFE2L2	0.728
FOS	NFKB1	0.808
FOS	NFKBIA	0.808
FOS	NGF	0.669
FOS	NOS1	0.529
FOS	NQO1	0.542
